,30001（Wh）,30011（Wh）,30021（Wh）,30031（Wh）,date,30101:電力量（Wh）,30101:回生電力量（Wh）,cloud(%),solar(W/m2),telop_code,telop_name,power_consumption,solar_generation
2022-03-01 00:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 00:00:00,50201.0,0.0,,,,,50201.0,0.0
2022-03-01 00:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 00:30:00,52129.0,0.0,,,,,52129.0,0.0
2022-03-01 01:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 01:00:00,53018.0,0.0,,,,,53018.0,0.0
2022-03-01 01:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 01:30:00,37823.0,0.0,,,,,37823.0,0.0
2022-03-01 02:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 02:00:00,3897.0,0.0,,,,,3897.0,0.0
2022-03-01 02:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 02:30:00,3182.0,0.0,,,,,3182.0,0.0
2022-03-01 03:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 03:00:00,3190.0,0.0,,,,,3190.0,0.0
2022-03-01 03:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 03:30:00,3207.0,0.0,,,,,3207.0,0.0
2022-03-01 04:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 04:00:00,3206.0,0.0,,,,,3206.0,0.0
2022-03-01 04:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 04:30:00,3223.0,0.0,,,,,3223.0,0.0
2022-03-01 05:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 05:00:00,3285.0,0.0,,,,,3285.0,0.0
2022-03-01 05:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 05:30:00,3282.0,0.0,,,,,3282.0,0.0
2022-03-01 06:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 06:00:00,3416.0,0.0,,,,,3416.0,0.0
2022-03-01 06:30:00+09:00,150.0,140.0,140.0,130.0,2022-03-01 06:30:00,6799.0,0.0,,,,,6799.0,560.0
2022-03-01 07:00:00+09:00,2070.0,1920.0,1930.0,1810.0,2022-03-01 07:00:00,22814.0,299.0,,,,,22814.0,7730.0
2022-03-01 07:30:00+09:00,3160.0,2920.0,2850.0,2580.0,2022-03-01 07:30:00,64679.0,0.0,,,,,64679.0,11510.0
2022-03-01 08:00:00+09:00,3490.0,3190.0,3200.0,3040.0,2022-03-01 08:00:00,59703.0,0.0,,,,,59703.0,12920.0
2022-03-01 08:30:00+09:00,5610.0,5130.0,5120.0,4920.0,2022-03-01 08:30:00,60072.0,0.0,,,,,60072.0,20780.0
2022-03-01 09:00:00+09:00,3470.0,3180.0,3180.0,3050.0,2022-03-01 09:00:00,71772.0,0.0,,,,,71772.0,12880.0
2022-03-01 09:30:00+09:00,4420.0,4040.0,4030.0,3800.0,2022-03-01 09:30:00,65680.0,0.0,,,,,65680.0,16290.0
2022-03-01 10:00:00+09:00,8920.0,8140.0,8120.0,7570.0,2022-03-01 10:00:00,40082.0,0.0,,,,,40082.0,32750.0
2022-03-01 10:30:00+09:00,5420.0,4940.0,4910.0,4480.0,2022-03-01 10:30:00,55286.0,0.0,,,,,55286.0,19750.0
2022-03-01 11:00:00+09:00,2070.0,1890.0,1900.0,1790.0,2022-03-01 11:00:00,64700.0,0.0,,,,,64700.0,7650.0
2022-03-01 11:30:00+09:00,3500.0,3210.0,3210.0,3030.0,2022-03-01 11:30:00,60661.0,0.0,,,,,60661.0,12950.0
2022-03-01 12:00:00+09:00,5920.0,5420.0,5360.0,5040.0,2022-03-01 12:00:00,47782.0,0.0,,,,,47782.0,21740.0
2022-03-01 12:30:00+09:00,7030.0,6410.0,6400.0,6160.0,2022-03-01 12:30:00,47023.0,0.0,,,,,47023.0,26000.0
2022-03-01 13:00:00+09:00,7240.0,6590.0,6550.0,6240.0,2022-03-01 13:00:00,41783.0,0.0,,,,,41783.0,26620.0
2022-03-01 13:30:00+09:00,3770.0,3450.0,3420.0,3190.0,2022-03-01 13:30:00,58229.0,0.0,,,,,58229.0,13830.0
2022-03-01 14:00:00+09:00,3150.0,2890.0,2890.0,2760.0,2022-03-01 14:00:00,54504.0,0.0,,,,,54504.0,11690.0
2022-03-01 14:30:00+09:00,3600.0,3300.0,3290.0,3110.0,2022-03-01 14:30:00,55469.0,0.0,,,,,55469.0,13300.0
2022-03-01 15:00:00+09:00,4710.0,4290.0,4210.0,3910.0,2022-03-01 15:00:00,49641.0,0.0,,,,,49641.0,17120.0
2022-03-01 15:30:00+09:00,1310.0,1200.0,1210.0,1130.0,2022-03-01 15:30:00,60161.0,0.0,,,,,60161.0,4850.0
2022-03-01 16:00:00+09:00,630.0,600.0,590.0,530.0,2022-03-01 16:00:00,63197.0,0.0,,,,,63197.0,2350.0
2022-03-01 16:30:00+09:00,340.0,320.0,330.0,290.0,2022-03-01 16:30:00,65101.0,0.0,,,,,65101.0,1280.0
2022-03-01 17:00:00+09:00,10.0,10.0,0.0,10.0,2022-03-01 17:00:00,65899.0,0.0,,,,,65899.0,30.0
2022-03-01 17:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 17:30:00,67954.0,0.0,,,,,67954.0,0.0
2022-03-01 18:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 18:00:00,65861.0,0.0,,,,,65861.0,0.0
2022-03-01 18:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 18:30:00,64717.0,0.0,,,,,64717.0,0.0
2022-03-01 19:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 19:00:00,11267.0,0.0,,,,,11267.0,0.0
2022-03-01 19:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 19:30:00,2704.0,0.0,,,,,2704.0,0.0
2022-03-01 20:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 20:00:00,2585.0,0.0,,,,,2585.0,0.0
2022-03-01 20:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 20:30:00,2562.0,0.0,,,,,2562.0,0.0
2022-03-01 21:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 21:00:00,2584.0,0.0,,,,,2584.0,0.0
2022-03-01 21:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 21:30:00,2627.0,0.0,,,,,2627.0,0.0
2022-03-01 22:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 22:00:00,2845.0,0.0,,,,,2845.0,0.0
2022-03-01 22:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 22:30:00,2547.0,0.0,,,,,2547.0,0.0
2022-03-01 23:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 23:00:00,2588.0,0.0,,,,,2588.0,0.0
2022-03-01 23:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-01 23:30:00,2577.0,0.0,,,,,2577.0,0.0
2022-03-02 00:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 00:00:00,2687.0,0.0,,,,,2687.0,0.0
2022-03-02 00:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 00:30:00,2640.0,0.0,,,,,2640.0,0.0
2022-03-02 01:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 01:00:00,2665.0,0.0,,,,,2665.0,0.0
2022-03-02 01:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 01:30:00,2568.0,0.0,,,,,2568.0,0.0
2022-03-02 02:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 02:00:00,2657.0,0.0,,,,,2657.0,0.0
2022-03-02 02:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 02:30:00,2560.0,0.0,,,,,2560.0,0.0
2022-03-02 03:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 03:00:00,2597.0,0.0,,,,,2597.0,0.0
2022-03-02 03:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 03:30:00,2537.0,0.0,,,,,2537.0,0.0
2022-03-02 04:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 04:00:00,2602.0,0.0,,,,,2602.0,0.0
2022-03-02 04:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 04:30:00,2595.0,0.0,,,,,2595.0,0.0
2022-03-02 05:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 05:00:00,2768.0,0.0,,,,,2768.0,0.0
2022-03-02 05:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 05:30:00,2634.0,0.0,,,,,2634.0,0.0
2022-03-02 06:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 06:00:00,2764.0,0.0,,,,,2764.0,0.0
2022-03-02 06:30:00+09:00,610.0,580.0,590.0,540.0,2022-03-02 06:30:00,1665.0,113.0,,,,,1665.0,2320.0
2022-03-02 07:00:00+09:00,3340.0,3150.0,3150.0,2980.0,2022-03-02 07:00:00,1507.0,3164.0,,,,,1507.0,12620.0
2022-03-02 07:30:00+09:00,7550.0,7010.0,7000.0,6690.0,2022-03-02 07:30:00,47889.0,0.0,,,,,47889.0,28250.0
2022-03-02 08:00:00+09:00,12380.0,11320.0,11310.0,10700.0,2022-03-02 08:00:00,14943.0,0.0,,,,,14943.0,45710.0
2022-03-02 08:30:00+09:00,17680.0,16160.0,16150.0,15310.0,2022-03-02 08:30:00,657.0,7906.0,,,,,657.0,65300.0
2022-03-02 09:00:00+09:00,13090.0,11870.0,11760.0,11190.0,2022-03-02 09:00:00,15244.0,4445.0,,,,,15244.0,47910.0
2022-03-02 09:30:00+09:00,10750.0,9760.0,9680.0,9110.0,2022-03-02 09:30:00,19520.0,1067.0,,,,,19520.0,39300.0
2022-03-02 10:00:00+09:00,9660.0,8810.0,8770.0,8380.0,2022-03-02 10:00:00,21072.0,12.0,,,,,21072.0,35620.0
2022-03-02 10:30:00+09:00,12720.0,11610.0,11580.0,11010.0,2022-03-02 10:30:00,8178.0,2578.0,,,,,8178.0,46920.0
2022-03-02 11:00:00+09:00,20620.0,18660.0,18170.0,17550.0,2022-03-02 11:00:00,2261.0,19784.0,,,,,2261.0,75000.0
2022-03-02 11:30:00+09:00,30610.0,27720.0,27540.0,26610.0,2022-03-02 11:30:00,0.0,60089.0,,,,,0.0,112480.0
2022-03-02 12:00:00+09:00,28190.0,25610.0,25490.0,24010.0,2022-03-02 12:00:00,587.0,54556.0,,,,,587.0,103300.0
2022-03-02 12:30:00+09:00,31190.0,28160.0,27940.0,25950.0,2022-03-02 12:30:00,64.0,63879.0,,,,,64.0,113240.0
2022-03-02 13:00:00+09:00,27620.0,25140.0,25050.0,23710.0,2022-03-02 13:00:00,8.0,49602.0,,,,,8.0,101520.0
2022-03-02 13:30:00+09:00,20160.0,18490.0,18440.0,17270.0,2022-03-02 13:30:00,83.0,27130.0,,,,,83.0,74360.0
2022-03-02 14:00:00+09:00,20710.0,19280.0,19470.0,18930.0,2022-03-02 14:00:00,72.0,26257.0,,,,,72.0,78390.0
2022-03-02 14:30:00+09:00,26740.0,24260.0,24060.0,23160.0,2022-03-02 14:30:00,0.0,56057.0,,,,,0.0,98220.0
2022-03-02 15:00:00+09:00,21930.0,19920.0,19820.0,18950.0,2022-03-02 15:00:00,0.0,36373.0,,,,,0.0,80620.0
2022-03-02 15:30:00+09:00,14830.0,13440.0,12910.0,11790.0,2022-03-02 15:30:00,3903.0,12873.0,,,,,3903.0,52970.0
2022-03-02 16:00:00+09:00,5980.0,5470.0,5360.0,5030.0,2022-03-02 16:00:00,21992.0,0.0,,,,,21992.0,21840.0
2022-03-02 16:30:00+09:00,2270.0,2080.0,2070.0,1970.0,2022-03-02 16:30:00,38828.0,0.0,,,,,38828.0,8390.0
2022-03-02 17:00:00+09:00,700.0,670.0,680.0,640.0,2022-03-02 17:00:00,42131.0,0.0,,,,,42131.0,2690.0
2022-03-02 17:30:00+09:00,30.0,30.0,30.0,20.0,2022-03-02 17:30:00,50312.0,0.0,,,,,50312.0,110.0
2022-03-02 18:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 18:00:00,50038.0,0.0,,,,,50038.0,0.0
2022-03-02 18:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 18:30:00,27398.0,0.0,,,,,27398.0,0.0
2022-03-02 19:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 19:00:00,7543.0,0.0,,,,,7543.0,0.0
2022-03-02 19:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 19:30:00,2444.0,0.0,,,,,2444.0,0.0
2022-03-02 20:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 20:00:00,2440.0,0.0,,,,,2440.0,0.0
2022-03-02 20:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 20:30:00,2512.0,0.0,,,,,2512.0,0.0
2022-03-02 21:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 21:00:00,2703.0,0.0,,,,,2703.0,0.0
2022-03-02 21:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 21:30:00,2933.0,0.0,,,,,2933.0,0.0
2022-03-02 22:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 22:00:00,2675.0,0.0,,,,,2675.0,0.0
2022-03-02 22:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 22:30:00,2653.0,0.0,,,,,2653.0,0.0
2022-03-02 23:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 23:00:00,2486.0,0.0,,,,,2486.0,0.0
2022-03-02 23:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-02 23:30:00,2603.0,0.0,,,,,2603.0,0.0
2022-03-03 00:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 00:00:00,2669.0,0.0,,,,,2669.0,0.0
2022-03-03 00:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 00:30:00,2596.0,0.0,,,,,2596.0,0.0
2022-03-03 01:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 01:00:00,2687.0,0.0,,,,,2687.0,0.0
2022-03-03 01:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 01:30:00,2602.0,0.0,,,,,2602.0,0.0
2022-03-03 02:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 02:00:00,2663.0,0.0,,,,,2663.0,0.0
2022-03-03 02:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 02:30:00,2614.0,0.0,,,,,2614.0,0.0
2022-03-03 03:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 03:00:00,2730.0,0.0,,,,,2730.0,0.0
2022-03-03 03:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 03:30:00,2629.0,0.0,,,,,2629.0,0.0
2022-03-03 04:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 04:00:00,2671.0,0.0,,,,,2671.0,0.0
2022-03-03 04:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 04:30:00,2617.0,0.0,,,,,2617.0,0.0
2022-03-03 05:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 05:00:00,2756.0,0.0,,,,,2756.0,0.0
2022-03-03 05:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 05:30:00,2681.0,0.0,,,,,2681.0,0.0
2022-03-03 06:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 06:00:00,2915.0,0.0,,,,,2915.0,0.0
2022-03-03 06:30:00+09:00,680.0,650.0,650.0,610.0,2022-03-03 06:30:00,19897.0,23.0,,,,,19897.0,2590.0
2022-03-03 07:00:00+09:00,3180.0,2990.0,2970.0,2760.0,2022-03-03 07:00:00,50920.0,0.0,,,,,50920.0,11900.0
2022-03-03 07:30:00+09:00,7820.0,7270.0,7240.0,6930.0,2022-03-03 07:30:00,22375.0,0.0,,,,,22375.0,29260.0
2022-03-03 08:00:00+09:00,14510.0,13290.0,13270.0,12600.0,2022-03-03 08:00:00,3559.0,4158.0,,,,,3559.0,53670.0
2022-03-03 08:30:00+09:00,14050.0,12780.0,12740.0,12240.0,2022-03-03 08:30:00,14530.0,12567.0,,,,,14530.0,51810.0
2022-03-03 09:00:00+09:00,10200.0,9330.0,9350.0,9000.0,2022-03-03 09:00:00,18145.0,209.0,,,,,18145.0,37880.0
2022-03-03 09:30:00+09:00,10060.0,9220.0,9190.0,8770.0,2022-03-03 09:30:00,18812.0,40.0,,,,,18812.0,37240.0
2022-03-03 10:00:00+09:00,21370.0,19430.0,18990.0,18250.0,2022-03-03 10:00:00,4559.0,26376.0,,,,,4559.0,78040.0
2022-03-03 10:30:00+09:00,30210.0,27260.0,26710.0,26110.0,2022-03-03 10:30:00,955.0,56666.0,,,,,955.0,110290.0
2022-03-03 11:00:00+09:00,32160.0,28920.0,28440.0,27530.0,2022-03-03 11:00:00,144.0,64292.0,,,,,144.0,117050.0
2022-03-03 11:30:00+09:00,31340.0,28260.0,27770.0,27000.0,2022-03-03 11:30:00,142.0,61671.0,,,,,142.0,114370.0
2022-03-03 12:00:00+09:00,19250.0,17350.0,17030.0,15780.0,2022-03-03 12:00:00,7313.0,27239.0,,,,,7313.0,69410.0
2022-03-03 12:30:00+09:00,10510.0,9540.0,9480.0,9120.0,2022-03-03 12:30:00,12083.0,47.0,,,,,12083.0,38650.0
2022-03-03 13:00:00+09:00,18530.0,16690.0,16200.0,15660.0,2022-03-03 13:00:00,1465.0,16995.0,,,,,1465.0,67080.0
2022-03-03 13:30:00+09:00,17420.0,15790.0,15180.0,13810.0,2022-03-03 13:30:00,4730.0,12256.0,,,,,4730.0,62200.0
2022-03-03 14:00:00+09:00,16160.0,14560.0,14250.0,13500.0,2022-03-03 14:00:00,7665.0,12224.0,,,,,7665.0,58470.0
2022-03-03 14:30:00+09:00,8080.0,7340.0,7300.0,6970.0,2022-03-03 14:30:00,21526.0,0.0,,,,,21526.0,29690.0
2022-03-03 15:00:00+09:00,8470.0,7660.0,7570.0,7060.0,2022-03-03 15:00:00,25049.0,660.0,,,,,25049.0,30760.0
2022-03-03 15:30:00+09:00,6330.0,5760.0,5720.0,5360.0,2022-03-03 15:30:00,35338.0,0.0,,,,,35338.0,23170.0
2022-03-03 16:00:00+09:00,3500.0,3190.0,3170.0,3030.0,2022-03-03 16:00:00,42165.0,0.0,,,,,42165.0,12890.0
2022-03-03 16:30:00+09:00,2450.0,2260.0,2250.0,2060.0,2022-03-03 16:30:00,47548.0,0.0,,,,,47548.0,9020.0
2022-03-03 17:00:00+09:00,1160.0,1070.0,1070.0,1010.0,2022-03-03 17:00:00,51111.0,0.0,,,,,51111.0,4310.0
2022-03-03 17:30:00+09:00,10.0,10.0,10.0,0.0,2022-03-03 17:30:00,57048.0,0.0,,,,,57048.0,30.0
2022-03-03 18:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 18:00:00,59990.0,0.0,,,,,59990.0,0.0
2022-03-03 18:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 18:30:00,58186.0,0.0,,,,,58186.0,0.0
2022-03-03 19:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 19:00:00,36207.0,0.0,,,,,36207.0,0.0
2022-03-03 19:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 19:30:00,4344.0,0.0,,,,,4344.0,0.0
2022-03-03 20:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 20:00:00,4236.0,0.0,,,,,4236.0,0.0
2022-03-03 20:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 20:30:00,4170.0,0.0,,,,,4170.0,0.0
2022-03-03 21:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 21:00:00,3645.0,0.0,,,,,3645.0,0.0
2022-03-03 21:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 21:30:00,3301.0,0.0,,,,,3301.0,0.0
2022-03-03 22:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 22:00:00,3344.0,0.0,,,,,3344.0,0.0
2022-03-03 22:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 22:30:00,3262.0,0.0,,,,,3262.0,0.0
2022-03-03 23:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 23:00:00,3352.0,0.0,,,,,3352.0,0.0
2022-03-03 23:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-03 23:30:00,3287.0,0.0,,,,,3287.0,0.0
2022-03-04 00:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 00:00:00,2648.0,0.0,,,,,2648.0,0.0
2022-03-04 00:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 00:30:00,2684.0,0.0,,,,,2684.0,0.0
2022-03-04 01:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 01:00:00,2894.0,0.0,,,,,2894.0,0.0
2022-03-04 01:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 01:30:00,2707.0,0.0,,,,,2707.0,0.0
2022-03-04 02:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 02:00:00,2746.0,0.0,,,,,2746.0,0.0
2022-03-04 02:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 02:30:00,2746.0,0.0,,,,,2746.0,0.0
2022-03-04 03:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 03:00:00,2707.0,0.0,,,,,2707.0,0.0
2022-03-04 03:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 03:30:00,2615.0,0.0,,,,,2615.0,0.0
2022-03-04 04:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 04:00:00,2734.0,0.0,,,,,2734.0,0.0
2022-03-04 04:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 04:30:00,2601.0,0.0,,,,,2601.0,0.0
2022-03-04 05:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 05:00:00,2862.0,0.0,,,,,2862.0,0.0
2022-03-04 05:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 05:30:00,2728.0,0.0,,,,,2728.0,0.0
2022-03-04 06:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 06:00:00,2821.0,0.0,,,,,2821.0,0.0
2022-03-04 06:30:00+09:00,760.0,790.0,770.0,680.0,2022-03-04 06:30:00,1171.0,442.0,,,,,1171.0,3000.0
2022-03-04 07:00:00+09:00,3950.0,3920.0,3910.0,3530.0,2022-03-04 07:00:00,42.0,6757.0,,,,,42.0,15310.0
2022-03-04 07:30:00+09:00,9360.0,8760.0,8770.0,8260.0,2022-03-04 07:30:00,39669.0,5.0,,,,,39669.0,35150.0
2022-03-04 08:00:00+09:00,14920.0,13650.0,13620.0,13130.0,2022-03-04 08:00:00,4668.0,1460.0,,,,,4668.0,55320.0
2022-03-04 08:30:00+09:00,19860.0,18170.0,18110.0,17230.0,2022-03-04 08:30:00,0.0,11930.0,,,,,0.0,73370.0
2022-03-04 09:00:00+09:00,24220.0,22110.0,22050.0,20670.0,2022-03-04 09:00:00,0.0,21614.0,,,,,0.0,89050.0
2022-03-04 09:30:00+09:00,27750.0,25320.0,25180.0,24230.0,2022-03-04 09:30:00,0.0,38366.0,,,,,0.0,102480.0
2022-03-04 10:00:00+09:00,30230.0,27530.0,27330.0,26090.0,2022-03-04 10:00:00,0.0,50137.0,,,,,0.0,111180.0
2022-03-04 10:30:00+09:00,31520.0,28600.0,28340.0,26110.0,2022-03-04 10:30:00,0.0,59938.0,,,,,0.0,114570.0
2022-03-04 11:00:00+09:00,32000.0,28920.0,28790.0,27760.0,2022-03-04 11:00:00,0.0,59799.0,,,,,0.0,117470.0
2022-03-04 11:30:00+09:00,31950.0,28930.0,28620.0,27110.0,2022-03-04 11:30:00,0.0,64285.0,,,,,0.0,116610.0
2022-03-04 12:00:00+09:00,30080.0,27250.0,27120.0,25920.0,2022-03-04 12:00:00,0.0,59053.0,,,,,0.0,110370.0
2022-03-04 12:30:00+09:00,28550.0,25950.0,25770.0,24830.0,2022-03-04 12:30:00,0.0,56871.0,,,,,0.0,105100.0
2022-03-04 13:00:00+09:00,27470.0,24970.0,24850.0,22640.0,2022-03-04 13:00:00,0.0,49336.0,,,,,0.0,99930.0
2022-03-04 13:30:00+09:00,23670.0,21560.0,21280.0,20000.0,2022-03-04 13:30:00,0.0,39017.0,,,,,0.0,86510.0
2022-03-04 14:00:00+09:00,20280.0,18480.0,18360.0,17540.0,2022-03-04 14:00:00,0.0,28654.0,,,,,0.0,74660.0
2022-03-04 14:30:00+09:00,18090.0,16500.0,16330.0,15490.0,2022-03-04 14:30:00,851.0,12424.0,,,,,851.0,66410.0
2022-03-04 15:00:00+09:00,14490.0,13220.0,13150.0,12640.0,2022-03-04 15:00:00,1715.0,6099.0,,,,,1715.0,53500.0
2022-03-04 15:30:00+09:00,8640.0,7890.0,7870.0,7470.0,2022-03-04 15:30:00,19499.0,0.0,,,,,19499.0,31870.0
2022-03-04 16:00:00+09:00,5600.0,5120.0,5110.0,4910.0,2022-03-04 16:00:00,33291.0,0.0,,,,,33291.0,20740.0
2022-03-04 16:30:00+09:00,2770.0,2550.0,2540.0,2410.0,2022-03-04 16:30:00,40962.0,0.0,,,,,40962.0,10270.0
2022-03-04 17:00:00+09:00,650.0,610.0,610.0,570.0,2022-03-04 17:00:00,53361.0,0.0,,,,,53361.0,2440.0
2022-03-04 17:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 17:30:00,56108.0,0.0,,,,,56108.0,0.0
2022-03-04 18:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 18:00:00,57892.0,0.0,,,,,57892.0,0.0
2022-03-04 18:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 18:30:00,56953.0,0.0,,,,,56953.0,0.0
2022-03-04 19:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 19:00:00,15922.0,0.0,,,,,15922.0,0.0
2022-03-04 19:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 19:30:00,2382.0,0.0,,,,,2382.0,0.0
2022-03-04 20:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 20:00:00,2416.0,0.0,,,,,2416.0,0.0
2022-03-04 20:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 20:30:00,2587.0,0.0,,,,,2587.0,0.0
2022-03-04 21:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 21:00:00,2431.0,0.0,,,,,2431.0,0.0
2022-03-04 21:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 21:30:00,2510.0,0.0,,,,,2510.0,0.0
2022-03-04 22:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 22:00:00,2573.0,0.0,,,,,2573.0,0.0
2022-03-04 22:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 22:30:00,2485.0,0.0,,,,,2485.0,0.0
2022-03-04 23:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 23:00:00,2480.0,0.0,,,,,2480.0,0.0
2022-03-04 23:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-04 23:30:00,2561.0,0.0,,,,,2561.0,0.0
2022-03-05 00:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-05 00:00:00,2670.0,0.0,,,,,2670.0,0.0
2022-03-05 00:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-05 00:30:00,2717.0,0.0,,,,,2717.0,0.0
2022-03-05 01:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-05 01:00:00,2551.0,0.0,,,,,2551.0,0.0
2022-03-05 01:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-05 01:30:00,2547.0,0.0,,,,,2547.0,0.0
2022-03-05 02:00:00+09:00,0.0,0.0,0.0,0.0,2022-03-05 02:00:00,2557.0,0.0,,,,,2557.0,0.0
2022-03-05 02:30:00+09:00,0.0,0.0,0.0,0.0,2022-03-05 02:30:00,2545.0,0.0,,,,,2545.0,0.0
